SESSION_ID,MATRIX_ID,ROW_ID,REMAININGAVAILABLEMARGIN
20181001,3,7059,321
20181001,3,7120,961
20181001,3,7129,294
20181001,3,7181,868
20181001,3,7225,866
20181001,3,7293,1654
20181001,3,7437,5500
20181001,3,7484,550
20181001,3,7544,874
20181001,3,7629,419
20181001,3,7677,250
20181001,3,7805,868
20181001,3,7885,419
20181001,3,7967,321
20181001,3,8135,366
20181001,3,8230,874
20181001,3,8317,321
20181001,3,8349,550
20181001,3,8366,345
20181001,3,8369,419
20181001,3,8389,419
20181001,4,16693,422
20181001,4,16702,422
20181001,4,16732,422
20181001,4,16739,425
20181001,4,16775,874
20181001,4,16817,940
20181001,4,16890,335
20181001,4,17020,866
20181001,4,17110,874
20181001,4,17168,550
20181001,4,17221,860
20181001,4,17246,422
20181001,4,17280,430
20181001,4,17332,874
20181001,4,17385,940
20181001,4,17406,422
20181001,4,17459,940
20181001,4,17478,422
20181001,4,17501,550
20181001,4,17515,422
20181001,4,17602,425
20181001,4,17605,430
20181001,4,17652,251
20181001,4,17771,1723
20181001,4,17912,251
20181001,4,17955,868
20181001,4,18135,251
20181001,4,18156,422
20181001,4,18337,940
20181001,4,18492,422
20181001,4,18497,422
20181001,4,18529,1309
20181001,4,18579,422
20181001,4,18587,550
20181001,4,18806,961
20181001,4,18991,422
20181001,4,19060,388
20181001,4,19114,874
20181001,4,19119,1365
20181001,4,19135,422
20181001,4,19208,294
20181001,4,19501,422
20181001,4,19544,422
20181001,4,19546,422
20181001,4,19945,961
20181001,4,20007,868
20181001,4,20026,868
20181001,4,20150,422
20181001,4,20365,422
20181001,4,20430,860
20181001,4,20431,550
20181001,4,20442,868
20181001,4,20446,422
20181001,4,20502,425
20181001,4,20712,966
20181001,4,20782,367
20181001,4,20835,503
20181001,4,20921,422
20181001,4,20981,367
20181001,4,20996,422
20181001,4,21003,860
20181001,4,21094,422
20181001,4,21108,367
20181001,4,21149,874
20181001,4,21213,868
20181001,4,21227,367
20181001,4,21327,425
20181001,4,21383,367
20181001,4,21397,422
20181001,4,21399,251
20181001,4,21807,422
20181001,4,21814,5000
20181001,4,21869,860
20181001,4,21955,910
20181001,4,21981,425
20181001,4,22091,1171
20181001,4,22128,550
20181001,4,22132,425
20181001,4,22145,422
20181001,4,22237,430
20181001,4,22350,367
20181001,4,22365,868
20181001,4,22381,550
20181001,4,22414,355
20181001,4,22432,874
20181001,4,22469,550
20181001,4,22473,367
20181001,4,22542,1655
20181001,4,22587,422
20181001,4,22637,940
20181001,4,22647,422
20181001,4,22734,251
20181001,4,22789,874
20181001,4,22840,251
20181001,4,22879,422
20181001,4,22972,422
20181001,4,22999,367
20181001,4,23017,940
20181001,4,23022,868
20181001,4,23032,367
20181001,4,23064,1082
20181001,4,23096,294
20181001,4,23239,335
20181001,4,23284,367
20181001,4,23298,422
20181001,4,23306,367
20181001,4,23426,866
20181001,4,23433,874
20181001,4,23509,961
20181001,4,23701,700
20181001,4,23730,422
20181001,4,23918,430
20181001,4,23971,367
20181001,4,24025,5500
20181001,4,24059,868
20181001,4,24101,710
20181001,4,24115,367
20181001,4,24310,422
20181001,4,24503,1371
20181001,4,24757,940
20181001,4,24765,422
20181002,1,102212,584
20181002,1,102215,421
20181002,1,102286,856
20181002,1,102311,886
20181002,1,102399,391
20181002,1,102425,338
20181002,1,102442,856
20181002,1,102486,886
20181002,1,102616,336
20181002,1,102666,416
20181002,1,102682,433
20181002,1,102784,860
20181002,1,102846,309
20181002,1,102907,391
20181002,1,102911,454
20181002,1,102972,304
20181002,1,102988,454
20181002,1,103102,421
20181002,1,103147,856
20181002,1,103170,860
20181002,1,103188,319
20181002,1,103192,421
20181002,1,103193,391
20181002,1,103264,391
20181002,1,103317,775
20181002,1,103392,886
20181002,1,103441,311
20181002,1,103480,391
20181002,1,103502,322
20181002,1,103602,691
20181002,1,103629,1033
20181002,1,103653,339
20181002,1,103674,775
20181002,1,103772,336
20181002,1,103775,847
20181002,1,103807,775
20181002,1,103946,336
20181002,1,104020,454
20181002,1,104034,860
20181002,1,104050,454
20181002,1,104104,329
20181002,1,104145,454
20181002,1,104161,435
20181002,1,104191,856
20181002,1,104204,280
20181002,1,104220,856
20181002,1,104345,421
20181002,1,104408,775
20181002,1,104434,886
20181002,1,104497,416
20181002,1,104515,775
20181002,1,104523,435
20181002,1,104556,856
20181002,1,104708,856
20181002,1,104709,369
20181002,1,104718,1781
20181002,1,104728,322
20181002,1,104729,775
20181002,1,104744,322
20181002,1,104757,856
20181002,1,104815,860
20181002,1,104838,339
20181002,1,104996,775
20181002,1,105016,280
20181002,1,105026,860
20181002,1,105030,391
20181002,1,105055,775
20181002,1,105112,307
20181002,1,105115,391
20181002,1,105183,307
20181002,1,105248,860
20181002,1,105460,860
20181002,1,105485,421
20181002,1,105645,421
20181002,1,105780,280
20181002,1,105872,860
20181002,1,105928,454
20181002,1,106007,410
20181002,1,106127,336
20181002,1,106204,860
20181002,1,106218,856
20181002,1,106231,860
20181002,1,106235,822
20181002,1,106247,856
20181002,1,106253,421
20181002,1,106284,856
20181002,1,106304,886
20181002,1,106498,336
20181002,1,106540,886
20181002,1,106565,886
20181002,1,106631,629
20181002,1,106653,322
20181002,1,106770,856
20181002,1,106824,856
20181002,1,106857,416
20181002,1,106925,1382
20181002,1,106935,391
20181002,1,107097,886
20181002,1,107209,280
20181002,1,107222,596
20181002,1,107250,410
20181002,1,107296,416
20181002,1,107356,410
20181002,1,107357,886
20181002,1,107553,329
20181002,1,107556,391
20181002,1,107585,856
20181002,1,107628,391
20181002,1,107639,775
20181002,1,107673,329
20181002,1,107677,856
20181002,1,107708,454
20181002,1,107727,421
20181002,1,107806,454
20181002,1,107871,554
20181002,1,107991,343
20181002,1,108015,339
20181002,1,108053,775
20181002,1,108067,886
20181002,1,108094,391
20181002,1,108129,886
20181002,1,108141,856
20181002,1,108171,339
20181002,1,108272,442
20181002,1,108344,416
20181002,1,108384,886
20181002,1,108520,860
20181002,1,108615,280
20181002,1,108643,473
20181002,1,108694,1909
20181002,1,108775,775
20181002,1,108794,339
20181002,1,108839,856
20181002,1,108903,775
20181002,1,108950,775
20181002,1,108990,421
20181002,1,109003,280
20181002,1,109034,775
20181002,1,109103,339
20181002,1,109262,860
20181002,1,109300,861
20181002,1,109331,416
20181002,1,109343,421
20181002,1,109367,307
20181002,1,109421,860
20181002,1,109437,856
20181002,1,109471,416
20181002,1,109496,775
20181002,1,109653,433
20181002,1,109654,775
20181002,1,109679,421
20181002,1,109727,860
20181002,1,109754,860
20181002,1,109828,856
20181002,1,109977,391
20181002,1,109994,304
20181002,1,110015,860
20181002,1,110086,435
20181002,1,110150,339
20181002,1,110160,342
20181002,1,110165,1741
20181002,1,110289,856
20181002,1,110521,856
20181002,1,110625,856
20181002,1,110636,322
20181002,1,110690,391
20181002,1,110807,454
20181002,1,110822,322
20181002,1,110835,421
20181002,1,110899,886
20181002,1,110935,419
20181002,1,111168,433
20181002,1,111215,856
20181002,1,111236,435
20181002,1,111319,775
20181002,1,111417,329
20181002,1,111463,416
20181002,1,111467,454
20181002,1,111569,391
20181002,1,111690,391
20181002,1,111755,338
20181002,1,111767,336
20181002,1,111812,339
20181002,1,111821,391
20181002,1,111934,853
20181002,1,112031,775
20181002,1,112071,860
20181002,1,112101,775
20181002,1,112334,856
20181002,1,112340,339
20181002,1,112369,391
20181002,1,112431,856
20181002,1,112704,339
20181002,1,112724,391
20181002,1,112806,775
20181002,1,112989,856
20181002,1,113073,421
20181002,1,113344,391
20181002,1,113366,775
20181002,1,113387,410
20181002,1,113389,339
20181002,1,113416,322
20181002,1,113497,856
20181002,1,113541,342
20181002,1,113635,410
20181002,2,232209,936
20181002,2,232218,408
20181002,2,232252,841
20181002,2,232271,454
20181002,2,232427,320
20181002,2,232486,841
20181002,2,232488,860
20181002,2,232525,886
20181002,2,232547,320
20181002,2,232571,423
20181002,2,232604,467
20181002,2,232670,886
20181002,2,232692,291
20181002,2,232719,420
20181002,2,232774,467
20181002,2,232780,936
20181002,2,232958,318
20181002,2,233007,338
20181002,2,233035,921
20181002,2,233082,936
20181002,2,233089,303
20181002,2,233119,318
20181002,2,233167,860
20181002,2,233258,467
20181002,2,233446,339
20181002,2,233712,886
20181002,2,233839,418
20181002,2,233855,454
20181002,2,233862,296
20181002,2,233936,841
20181002,2,234009,318
20181002,2,234088,304
20181002,2,234176,291
20181002,2,234187,886
20181002,2,234201,408
20181002,2,234227,936
20181002,2,234245,454
20181002,2,234362,367
20181002,2,234403,841
20181002,2,234536,367
20181002,2,234725,367
20181002,2,234731,416
20181002,2,234907,339
20181002,2,234927,291
20181002,2,234975,724
20181002,2,234990,860
20181002,2,235042,860
20181002,2,235091,454
20181002,2,235106,280
20181002,2,235179,367
20181002,2,235191,841
20181002,2,235192,454
20181002,2,235235,841
20181002,2,235254,860
20181002,2,235258,296
20181002,2,235261,320
20181002,2,235270,467
20181002,2,235273,936
20181002,2,235324,280
20181002,2,235426,660
20181002,2,235490,320
20181002,2,235517,435
20181002,2,235541,291
20181002,2,235558,853
20181002,2,235577,454
20181002,2,235629,319
20181002,2,236069,860
20181002,2,236145,936
20181002,2,236168,303
20181002,2,236205,408
20181002,2,236243,367
20181002,2,236313,367
20181002,2,236389,554
20181002,2,236394,367
20181002,2,236435,408
20181002,2,236437,319
20181002,2,236484,860
20181002,2,236499,860
20181002,2,236544,886
20181002,2,236556,467
20181002,2,236582,304
20181002,2,236603,367
20181002,2,236685,320
20181002,2,236691,418
20181002,2,236902,338
20181002,2,236906,1917
20181002,2,237029,367
20181002,2,237058,319
20181002,2,237147,860
20181002,2,237200,936
20181002,2,237289,467
20181002,2,237316,367
20181002,2,237391,886
20181002,2,237437,454
20181002,2,237460,320
20181002,2,237569,322
20181002,2,237608,291
20181002,2,237633,860
20181002,2,237634,336
20181002,2,237661,841
20181002,2,237696,408
20181002,2,237905,886
20181002,2,237922,467
20181002,2,237939,291
20181002,2,237946,936
20181002,2,238145,841
20181002,2,238204,936
20181002,2,238237,847
20181002,2,238260,435
20181002,2,238291,319
20181002,2,238355,303
20181002,2,238383,1738
20181002,2,238384,318
20181002,2,238442,339
20181002,2,238597,303
20181002,2,238715,467
20181002,2,238733,1109
20181002,2,238804,841
20181002,2,238806,841
20181002,2,238820,291
20181002,2,238848,454
20181002,2,238873,936
20181002,2,238898,339
20181002,2,238980,303
20181002,2,239030,408
20181002,2,239132,408
20181002,2,239191,291
20181002,2,239228,408
20181002,2,239242,319
20181002,2,239255,790
20181002,2,239296,886
20181002,2,239377,317
20181002,2,239403,303
20181002,2,239468,291
20181002,2,239488,886
20181002,2,239558,454
20181002,2,239665,339
20181002,2,239707,801
20181002,2,239736,303
20181002,2,239904,841
20181002,2,239929,886
20181002,2,239997,280
20181002,2,240150,296
20181002,2,240201,339
20181002,2,240480,419
20181002,2,240527,886
20181002,2,240537,276
20181002,2,240552,886
20181002,2,240588,860
20181002,2,240639,339
20181002,2,240673,339
20181002,2,240700,886
20181002,2,240856,416
20181002,2,240908,1688
20181002,2,241003,276
20181002,2,241098,454
20181002,2,241172,501
20181002,2,241200,408
20181002,2,241259,280
20181002,2,241299,886
20181002,2,241342,454
20181002,2,241354,467
20181002,2,241458,886
20181002,2,241531,841
20181002,2,241546,886
20181002,2,241736,886
20181002,2,241741,454
20181002,2,241869,860
20181002,2,241959,467
20181002,2,242086,339
20181002,2,242209,886
20181002,2,242301,886
20181002,2,242350,467
20181002,2,242352,841
20181002,2,242466,291
20181002,2,242520,886
20181002,2,242626,280
20181002,2,242641,276
20181002,2,242688,886
20181002,2,242782,1377
20181002,2,242844,418
20181002,2,242860,886
20181002,2,242928,886
20181002,2,242940,418
20181002,2,243039,860
20181002,2,243049,303
20181002,2,243073,860
20181002,2,243074,886
20181002,2,243154,886
20181002,2,243194,336
20181002,2,243229,309
20181002,2,243410,303
20181002,2,243449,886
20181002,2,243480,291
20181002,2,243716,936
20181002,2,243771,467
20181002,2,243849,454
20181002,2,244041,936
20181002,2,244147,370
20181002,2,244152,860
20181002,2,244194,418
20181002,2,244210,418
20181002,3,82739,303
20181002,3,82775,303
20181002,3,82810,395
20181002,3,82813,550
20181002,3,82814,860
20181002,3,82846,548
20181002,3,82875,829
20181002,3,82940,418
20181002,3,82944,960
20181002,3,82976,550
20181002,3,83009,276
20181002,3,83160,303
20181002,3,83171,829
20181002,3,83183,860
20181002,3,83196,550
20181002,3,83216,320
20181002,3,83282,339
20181002,3,83353,322
20181002,3,83356,416
20181002,3,83394,291
20181002,3,83426,454
20181002,3,83470,297
20181002,3,83629,548
20181002,3,83755,276
20181002,3,83858,550
20181002,3,83951,442
20181002,3,83996,550
20181002,3,84064,331
20181002,3,84086,550
20181002,3,84110,550
20181002,3,84123,297
20181002,3,84149,556
20181002,3,84164,291
20181002,3,84202,960
20181002,3,84238,1615
20181002,3,84457,548
20181002,3,84463,547
20181002,3,84471,548
20181002,3,84476,329
20181002,3,84518,395
20181002,3,84575,550
20181002,3,84587,548
20181002,3,84599,291
20181002,3,84638,395
20181002,3,84739,548
20181002,3,84764,369
20181002,3,84950,395
20181002,3,84988,339
20181002,3,85071,329
20181002,3,85123,418
20181002,3,85280,339
20181002,3,85294,960
20181002,3,85300,844
20181002,3,85388,395
20181002,3,85410,454
20181002,3,85415,1619
20181002,3,85463,395
20181002,3,85514,276
20181002,3,85546,339
20181002,3,85580,550
20181002,3,85704,322
20181002,3,85816,829
20181002,3,85852,322
20181002,3,85884,548
20181002,3,85935,322
20181002,3,85967,312
20181002,3,85975,550
20181002,3,86070,555
20181002,3,86166,303
20181002,3,86189,860
20181002,3,86197,829
20181002,3,86204,576
20181002,3,86215,395
20181002,3,86310,339
20181002,3,86393,320
20181002,3,86612,829
20181002,3,86615,860
20181002,3,86639,338
20181002,3,86714,339
20181002,3,86716,960
20181002,3,86754,829
20181002,3,86792,418
20181002,3,86811,549
20181002,3,86979,395
20181002,3,86986,749
20181002,3,87032,549
20181002,3,87045,556
20181002,3,87076,829
20181002,3,87090,303
20181002,3,87252,395
20181002,3,87262,339
20181002,3,87342,549
20181002,3,87362,547
20181002,3,87432,1333
20181002,3,87436,548
20181002,3,87443,556
20181002,3,87447,320
20181002,3,87454,960
20181002,3,87549,548
20181002,3,87662,960
20181002,3,87750,860
20181002,3,87760,960
20181002,3,87809,829
20181002,3,87867,548
20181002,3,87941,556
20181002,3,87967,713
20181002,3,88000,548
20181002,3,88090,960
20181002,3,88141,556
20181002,3,88144,548
20181002,3,88178,550
20181002,3,88192,418
20181002,3,88203,547
20181002,3,88204,303
20181002,3,88220,303
20181002,3,88256,960
20181002,3,88269,454
20181002,3,88362,548
20181002,3,88453,338
20181002,3,88463,1808
20181002,3,88550,303
20181002,3,88576,829
20181002,3,88598,555
20181002,3,88707,550
20181002,3,88750,303
20181002,3,88779,291
20181002,3,88833,860
20181002,3,88952,960
20181002,3,88978,303
20181002,3,89000,548
20181002,3,89049,395
20181002,3,89167,524
20181002,3,89262,829
20181002,3,89347,395
20181002,3,89396,395
20181002,3,89447,339
20181002,3,89513,556
20181002,3,89594,860
20181002,3,89694,296
20181002,3,89725,556
20181002,3,89956,1014
20181002,3,90161,324
20181002,3,90171,322
20181002,3,90183,556
20181002,3,90361,454
20181002,3,90374,418
20181002,3,90446,395
20181002,3,90452,418
20181002,3,90489,556
20181002,3,90527,548
20181002,3,90532,338
20181002,3,90543,320
20181002,3,90565,329
20181002,3,90567,548
20181002,3,90596,958
20181002,3,90665,454
20181002,3,90722,395
20181002,3,90759,550
20181002,3,90825,550
20181002,3,90827,550
20181002,3,90861,418
20181002,3,90865,395
20181002,3,90871,860
20181002,3,90900,338
20181002,3,90974,291
20181002,3,91012,296
20181002,3,91030,454
20181002,3,91124,550
20181002,3,91321,549
20181002,3,91349,829
20181002,3,91379,303
20181002,3,91457,435
20181002,3,91517,865
20181002,3,91571,547
20181002,3,91585,322
20181002,3,91619,549
20181002,3,91643,556
20181002,3,91657,548
20181002,3,91674,320
20181002,3,91680,395
20181002,3,91842,329
20181002,3,91873,454
20181002,3,91881,829
20181002,3,91955,322
20181002,3,92006,322
20181002,3,92034,555
20181002,3,92200,550
20181002,3,92219,303
20181002,3,92241,329
20181002,3,92308,322
20181002,4,271288,548
20181002,4,271304,416
20181002,4,271313,296
20181002,4,271382,857
20181002,4,271465,431
20181002,4,271524,404
20181002,4,271588,856
20181002,4,271666,357
20181002,4,271679,418
20181002,4,271700,414
20181002,4,271747,440
20181002,4,271780,305
20181002,4,271781,550
20181002,4,271821,404
20181002,4,271826,548
20181002,4,271971,547
20181002,4,272046,962
20181002,4,272060,857
20181002,4,272075,548
20181002,4,272119,555
20181002,4,272294,435
20181002,4,272304,354
20181002,4,272324,418
20181002,4,272379,857
20181002,4,272402,440
20181002,4,272603,857
20181002,4,272624,469
20181002,4,272658,549
20181002,4,272660,416
20181002,4,272676,421
20181002,4,272773,365
20181002,4,272810,548
20181002,4,273052,404
20181002,4,273080,548
20181002,4,273103,438
20181002,4,273107,556
20181002,4,273136,435
20181002,4,273168,547
20181002,4,273196,549
20181002,4,273210,705
20181002,4,273315,857
20181002,4,273341,548
20181002,4,273421,296
20181002,4,273527,421
20181002,4,273553,440
20181002,4,273564,857
20181002,4,273664,421
20181002,4,273667,586
20181002,4,273675,820
20181002,4,273679,404
20181002,4,273684,548
20181002,4,273777,857
20181002,4,273799,320
20181002,4,273903,354
20181002,4,273948,440
20181002,4,274029,469
20181002,4,274050,820
20181002,4,274158,354
20181002,4,274220,469
20181002,4,274349,856
20181002,4,274364,354
20181002,4,274424,435
20181002,4,274459,556
20181002,4,274466,857
20181002,4,274478,435
20181002,4,274481,857
20181002,4,274594,421
20181002,4,274595,431
20181002,4,274666,350
20181002,4,274686,440
20181002,4,274739,469
20181002,4,274755,404
20181002,4,274806,555
20181002,4,274819,861
20181002,4,274825,423
20181002,4,274850,421
20181002,4,275005,547
20181002,4,275015,547
20181002,4,275026,857
20181002,4,275127,548
20181002,4,275183,469
20181002,4,275227,856
20181002,4,275238,857
20181002,4,275372,857
20181002,4,275382,555
20181002,4,275387,857
20181002,4,275465,435
20181002,4,275506,857
20181002,4,275550,418
20181002,4,275825,857
20181002,4,275918,856
20181002,4,275963,554
20181002,4,275978,423
20181002,4,276052,857
20181002,4,276081,555
20181002,4,276089,357
20181002,4,276121,435
20181002,4,276335,435
20181002,4,276578,549
20181002,4,276608,404
20181002,4,276631,296
20181002,4,276655,857
20181002,4,276769,857
20181002,4,276798,440
20181002,4,277018,556
20181002,4,277022,549
20181002,4,277028,354
20181002,4,277099,924
20181002,4,277119,305
20181002,4,277131,547
20181002,4,277149,350
20181002,4,277326,354
20181002,4,277368,296
20181002,4,277517,438
20181002,4,277632,435
20181002,4,277750,857
20181002,4,277769,431
20181002,4,277804,305
20181002,4,277817,421
20181002,4,277914,305
20181002,4,278056,547
20181002,4,278214,857
20181002,4,278356,421
20181002,4,278414,857
20181002,4,278543,548
20181002,4,278665,404
20181002,4,278690,436
20181002,4,278700,548
20181002,4,278746,305
20181002,4,278815,440
20181002,4,278843,440
20181002,4,278847,856
20181002,4,278955,418
20181002,4,278979,404
20181002,4,279060,861
20181002,4,279082,404
20181002,4,279121,549
20181002,4,279289,857
20181002,4,279382,440
20181002,4,279396,418
20181002,4,279411,416
20181002,4,279425,350
20181002,4,279460,555
20181002,4,279478,548
20181002,4,279544,431
20181002,4,279640,303
20181002,4,279649,421
20181002,4,279659,431
20181002,4,279701,856
20181002,4,279982,556
20181002,4,279999,861
20181002,4,280047,857
20181002,4,280088,548
20181002,4,280247,431
20181002,4,280430,861
20181002,4,280600,350
20181002,4,280637,548
20181002,4,280681,857
20181002,4,280747,549
20181002,4,280776,404
20181002,4,280810,861
20181002,4,280835,423
20181002,4,280849,440
20181002,4,280850,404
20181002,4,280915,469
20181002,4,280958,857
20181002,4,281013,555
20181002,4,281035,404
20181002,4,281041,421
20181002,4,281116,820
20181002,4,281154,1922
20181002,4,281175,469
20181002,4,281291,354
20181002,4,281301,1066
20181002,4,281403,820
20181002,4,281420,350
20181002,4,281480,555
20181002,4,281487,421
20181002,4,281510,549
20181002,4,281563,354
20181002,4,281722,404
20181002,4,281783,549
20181002,4,281834,421
20181002,4,281947,469
20181002,4,282019,548
20181002,4,282073,440
20181002,4,282086,431
20181002,4,282191,547
20181002,4,282201,820
20181002,4,282220,857
