SESSION_ID,MATRIX_ID,ROW_ID,BIDDINGAREA_ID,FACTOR
20181001,1,34960,92,0.01812
20181001,1,35078,20,-0.1989
20181001,1,35078,22,-0.21975
20181001,1,35078,23,-0.21631
20181001,1,35078,90,-0.18626
20181001,1,35078,92,0
20181001,1,35108,20,0.0056
20181001,1,35108,22,-0.00027
20181001,1,35108,23,0.06274
20181001,1,35108,90,0.0056
20181001,1,35108,92,0
20181001,1,35122,20,-0.00838
20181001,1,35122,22,0.00953
20181001,1,35122,23,0.18074
20181001,1,35122,90,-0.00838
20181001,1,35122,92,0
20181001,1,35213,20,0.00209
20181001,1,35213,22,-0.00072
20181001,1,35213,23,0.06346
20181001,1,35213,90,0.00209
20181001,1,35213,92,0
20181001,1,35240,20,-0.04559
20181001,1,35240,22,-0.06343
20181001,1,35240,23,-0.00249
20181001,1,35240,90,-0.04559
20181001,1,35240,92,0
20181001,1,35320,20,0.00103
20181001,1,35320,22,0.01581
20181001,1,35320,23,0.1833
20181001,1,35320,90,-0.00443
20181001,1,35320,92,0
20181001,1,35424,20,-0.16717
20181001,1,35424,22,-0.19939
20181001,1,35424,23,-0.19065
20181001,1,35424,90,-0.13309
20181001,1,35424,92,0
20181001,1,35498,20,-0.01147
20181001,1,35498,22,-0.02788
20181001,1,35498,23,0.04653
20181001,1,35498,90,-0.01147
20181001,1,35498,92,0
20181001,1,35611,20,-0.00077
20181001,1,35611,22,-0.00382
20181001,1,35611,23,0.05979
20181001,1,35611,90,0
20181001,1,35611,92,0
20181001,1,35640,20,-0.15678
20181001,1,35640,22,-0.19515
20181001,1,35640,23,-0.18659
20181001,1,35640,90,-0.13737
20181001,1,35640,92,0
20181001,1,35649,20,0.01255
20181001,1,35649,22,0.00985
20181001,1,35649,23,0.06269
20181001,1,35649,90,0.00818
20181001,1,35649,92,0
20181001,1,35718,20,0.00919
20181001,1,35718,22,-0.00216
20181001,1,35718,23,0.07814
20181001,1,35718,90,0
20181001,1,35718,92,0
20181001,1,35721,20,0.12638
20181001,1,35721,22,-0.11802
20181001,1,35721,23,-0.0408
20181001,1,35721,90,0.07946
20181001,1,35721,92,0
20181001,1,35756,20,-0.12795
20181001,1,35756,22,0.02549
20181001,1,35756,23,-0.01897
20181001,1,35756,90,-0.30701
20181001,1,35756,92,0.06112
20181001,1,36014,20,-0.15665
20181001,1,36014,22,-0.20066
20181001,1,36014,23,-0.19127
20181001,1,36014,90,-0.11431
20181001,1,36014,92,0
20181001,1,36107,20,-0.09182
20181001,1,36107,22,0.01685
20181001,1,36107,23,-0.01397
20181001,1,36107,90,-0.15519
20181001,1,36107,92,0.17039
20181001,1,36125,20,0.00518
20181001,1,36125,22,0
20181001,1,36125,23,0.05616
20181001,1,36125,90,0.00508
20181001,1,36125,92,0
20181001,1,36265,20,0.00014
20181001,1,36265,22,-0.00241
20181001,1,36265,23,0.08331
20181001,1,36265,90,0
20181001,1,36265,92,0
20181001,1,36394,20,-0.0055
20181001,1,36394,22,0.00498
20181001,1,36394,23,0.17924
20181001,1,36394,90,-0.00356
20181001,1,36394,92,0
20181001,1,36420,20,-0.00165
20181001,1,36420,22,0.00629
20181001,1,36420,23,0.1812
20181001,1,36420,90,-0.00165
20181001,1,36420,92,0
20181001,1,36486,20,-0.17625
20181001,1,36486,22,-0.21895
20181001,1,36486,23,-0.21895
20181001,1,36486,90,-0.14263
20181001,1,36486,92,0
20181001,1,36512,20,0.00741
20181001,1,36512,22,0
20181001,1,36512,23,0.0809
20181001,1,36512,90,-0.00122
20181001,1,36512,92,0
20181001,1,36645,20,-0.18159
20181001,1,36645,22,-0.22039
20181001,1,36645,23,-0.22039
20181001,1,36645,90,-0.1477
20181001,1,36645,92,0
20181001,1,36694,20,0.20919
20181001,1,36694,22,-0.06326
20181001,1,36694,23,0.00298
20181001,1,36694,90,0.13601
20181001,1,36694,92,0
20181001,1,36718,20,-0.00092
20181001,1,36718,22,-0.00249
20181001,1,36718,23,0.08306
20181001,1,36718,90,-0.00162
20181001,1,36718,92,0
20181001,1,36735,20,0
20181001,1,36735,22,-0.00275
20181001,1,36735,23,0.08288
20181001,1,36735,90,0
20181001,1,36735,92,0
20181001,1,36780,20,-0.19574
20181001,1,36780,22,-0.21753
20181001,1,36780,23,-0.21369
20181001,1,36780,90,-0.1877
20181001,1,36780,92,0
20181001,1,36823,20,0.00741
20181001,1,36823,22,0
20181001,1,36823,23,0.05448
20181001,1,36823,90,0.00353
20181001,1,36823,92,0
20181001,1,36866,20,-0.00846
20181001,1,36866,22,0.01574
20181001,1,36866,23,0.18257
20181001,1,36866,90,0.00528
20181001,1,36866,92,0
20181001,1,37063,20,0.01347
20181001,1,37063,22,0.01068
20181001,1,37063,23,0.06323
20181001,1,37063,90,0.00925
20181001,1,37063,92,0
20181001,1,37131,20,-0.1696
20181001,1,37131,22,-0.1987
20181001,1,37131,23,-0.18941
20181001,1,37131,90,-0.13759
20181001,1,37131,92,0
20181001,1,37381,20,-0.00627
20181001,1,37381,22,0.00776
20181001,1,37381,23,0.18045
20181001,1,37381,90,-0.00627
20181001,1,37381,92,0
20181001,1,37433,20,-0.1371
20181001,1,37433,22,-0.18931
20181001,1,37433,23,-0.17682
20181001,1,37433,90,-0.09519
20181001,1,37433,92,0
20181001,1,37578,20,0.12795
20181001,1,37578,22,-0.02549
20181001,1,37578,23,0.01897
20181001,1,37578,90,0.30701
20181001,1,37578,92,-0.06112
20181001,1,37797,20,-0.17051
20181001,1,37797,22,-0.21645
20181001,1,37797,23,-0.21645
20181001,1,37797,90,-0.14458
20181001,1,37797,92,0
20181001,1,37886,20,0.00875
20181001,1,37886,22,0
20181001,1,37886,23,0.08168
20181001,1,37886,90,0
20181001,1,37886,92,0
20181001,1,38006,20,-0.17633
20181001,1,38006,22,-0.21809
20181001,1,38006,23,-0.21809
20181001,1,38006,90,-0.14965
20181001,1,38006,92,0
20181001,1,38069,20,0.00341
20181001,1,38069,22,0.00951
20181001,1,38069,23,0.18029
20181001,1,38069,90,0
20181001,1,38069,92,0
20181001,1,38104,20,-0.17998
20181001,1,38104,22,-0.21942
20181001,1,38104,23,-0.21942
20181001,1,38104,90,-0.1504
20181001,1,38104,92,0
20181001,1,38145,20,-0.10609
20181001,1,38145,22,-0.13094
20181001,1,38145,23,-0.14979
20181001,1,38145,90,-0.08767
20181001,1,38145,92,0
20181001,1,38200,20,-0.14478
20181001,1,38200,22,-0.18641
20181001,1,38200,23,-0.17438
20181001,1,38200,90,-0.11548
20181001,1,38200,92,0
20181001,1,38391,20,-0.06053
20181001,1,38391,22,0.00749
20181001,1,38391,23,-0.01322
20181001,1,38391,90,-0.11464
20181001,1,38391,92,-0.16883
20181001,1,38423,20,0
20181001,1,38423,22,0
20181001,1,38423,23,0
20181001,1,38423,90,-1
20181001,1,38423,92,0
20181001,1,38444,20,0.00258
20181001,1,38444,22,0
20181001,1,38444,23,0.05717
20181001,1,38444,90,0.00229
20181001,1,38444,92,0
20181001,1,38589,20,0.00842
20181001,1,38589,22,0.00128
20181001,1,38589,23,0.08222
20181001,1,38589,90,0
20181001,1,38589,92,0
20181001,1,38661,20,0.00882
20181001,1,38661,22,-0.00475
20181001,1,38661,23,0.07447
20181001,1,38661,90,0
20181001,1,38661,92,0
20181001,1,38685,20,0
20181001,1,38685,22,0.01279
20181001,1,38685,23,0.18432
20181001,1,38685,90,0
20181001,1,38685,92,0
20181001,1,38698,20,0.2117
20181001,1,38698,22,-0.05967
20181001,1,38698,23,0.00608
20181001,1,38698,90,0.13238
20181001,1,38698,92,0
20181001,1,38700,20,-0.17528
20181001,1,38700,22,-0.21774
20181001,1,38700,23,-0.21774
20181001,1,38700,90,-0.14912
20181001,1,38700,92,0
20181001,1,38842,20,-0.14779
20181001,1,38842,22,-0.19292
20181001,1,38842,23,-0.18446
20181001,1,38842,90,-0.12876
20181001,1,38842,92,0
20181001,1,38863,20,-0.0184
20181001,1,38863,22,0.01567
20181001,1,38863,23,0.18172
20181001,1,38863,90,-0.00439
20181001,1,38863,92,0
20181001,1,38977,20,-0.00466
20181001,1,38977,22,-0.00692
20181001,1,38977,23,0.07722
20181001,1,38977,90,-0.00466
20181001,1,38977,92,0
20181001,1,38992,20,-0.01422
20181001,1,38992,22,-0.03134
20181001,1,38992,23,0.04168
20181001,1,38992,90,-0.01422
20181001,1,38992,92,0
20181001,1,39030,20,-0.11363
20181001,1,39030,22,-0.13818
20181001,1,39030,23,-0.15446
20181001,1,39030,90,-0.0936
20181001,1,39030,92,0
20181001,1,39035,20,0.0057
20181001,1,39035,22,-0.00218
20181001,1,39035,23,0.07861
20181001,1,39035,90,-0.00346
20181001,1,39035,92,0
20181001,1,39040,20,-0.15848
20181001,1,39040,22,-0.19725
20181001,1,39040,23,-0.18861
20181001,1,39040,90,-0.12461
20181001,1,39040,92,0
20181001,1,39155,20,-0.00456
20181001,1,39155,22,0.02131
20181001,1,39155,23,0.18884
20181001,1,39155,90,-0.00456
20181001,1,39155,92,0
20181001,1,39199,20,0.00138
20181001,1,39199,22,-7e-04
20181001,1,39199,23,0.08514
20181001,1,39199,90,0
20181001,1,39199,92,0
20181001,1,39209,20,0.00147
20181001,1,39209,22,-0.00062
20181001,1,39209,23,0.08519
20181001,1,39209,90,0
20181001,1,39209,92,0
20181001,1,39354,20,-0.02562
20181001,1,39354,22,-0.03542
20181001,1,39354,23,0.03706
20181001,1,39354,90,-0.02562
20181001,1,39354,92,0
20181001,1,39532,20,0.00095
20181001,1,39532,22,-0.00172
20181001,1,39532,23,0.06231
20181001,1,39532,90,0.00142
20181001,1,39532,92,0
20181001,1,39606,20,-0.00672
20181001,1,39606,22,0.00942
20181001,1,39606,23,0.18049
20181001,1,39606,90,0
20181001,1,39606,92,0
20181001,1,39632,20,0.00412
20181001,1,39632,22,0.00779
20181001,1,39632,23,0.17945
20181001,1,39632,90,0.00122
20181001,1,39632,92,0
20181001,1,39683,20,-0.09063
20181001,1,39683,22,0.01664
20181001,1,39683,23,-0.01379
20181001,1,39683,90,-0.20974
20181001,1,39683,92,0.16821
20181001,1,39787,20,0.07488
20181001,1,39787,22,-0.0158
20181001,1,39787,23,0.01244
20181001,1,39787,90,-0.18948
20181001,1,39787,92,-0.08533
20181001,1,39817,20,0
20181001,1,39817,22,0
20181001,1,39817,23,0
20181001,1,39817,90,0
20181001,1,39817,92,-1
20181001,1,39840,20,-0.11419
20181001,1,39840,22,0.01853
20181001,1,39840,23,-0.01356
20181001,1,39840,90,0.18351
20181001,1,39840,92,0.09016
20181001,1,39893,20,-0.17315
20181001,1,39893,22,-0.2179
20181001,1,39893,23,-0.2179
20181001,1,39893,90,-0.14132
20181001,1,39893,92,0
20181001,1,39906,20,0.16244
20181001,1,39906,22,-0.09083
20181001,1,39906,23,-0.01388
20181001,1,39906,90,0.11744
20181001,1,39906,92,0
20181001,1,40000,20,0.00316
20181001,1,40000,22,-0.01045
20181001,1,40000,23,0.06934
20181001,1,40000,90,0
20181001,1,40000,92,0
20181001,1,40091,20,0.0015
20181001,1,40091,22,0
20181001,1,40091,23,0.05744
20181001,1,40091,90,0.00041
20181001,1,40091,92,0
20181001,1,40154,20,-0.00229
20181001,1,40154,22,-0.01195
20181001,1,40154,23,0.0678
20181001,1,40154,90,0
20181001,1,40154,92,0
20181001,1,40292,20,0.23432
20181001,1,40292,22,-0.01563
20181001,1,40292,23,0.06139
20181001,1,40292,90,0.14541
20181001,1,40292,92,0
20181001,1,40426,20,0.12892
20181001,1,40426,22,0.02171
20181001,1,40426,23,-0.0053
20181001,1,40426,90,0.10169
20181001,1,40426,92,0.05983
20181001,1,40570,20,-0.17726
20181001,1,40570,22,-0.21924
20181001,1,40570,23,-0.21924
20181001,1,40570,90,-0.14348
20181001,1,40570,92,0
20181001,1,40602,20,0.0151
20181001,1,40602,22,-0.00453
20181001,1,40602,23,0.00389
20181001,1,40602,90,-0.07862
20181001,1,40602,92,-0.03122
20181001,1,40826,20,-0.01788
20181001,1,40826,22,-0.02622
20181001,1,40826,23,0.04922
20181001,1,40826,90,-0.0193
20181001,1,40826,92,0
20181001,1,41050,20,0.0015
20181001,1,41050,22,0
20181001,1,41050,23,0.05742
20181001,1,41050,90,0.00035
20181001,1,41050,92,0
20181001,1,41075,20,-0.01378
20181001,1,41075,22,0.01571
20181001,1,41075,23,0.18213
20181001,1,41075,90,0
20181001,1,41075,92,0
20181001,1,41078,20,-0.00869
20181001,1,41078,22,0.02137
20181001,1,41078,23,0.18744
20181001,1,41078,90,-0.00869
20181001,1,41078,92,0
20181001,1,41108,20,0
20181001,1,41108,22,0.00779
20181001,1,41108,23,0.18144
20181001,1,41108,90,0
20181001,1,41108,92,0
20181001,1,41280,20,0.0031
20181001,1,41280,22,0.00843
20181001,1,41280,23,0.1797
20181001,1,41280,90,0
20181001,1,41280,92,0
20181001,1,41326,20,-0.16156
20181001,1,41326,22,-0.20283
20181001,1,41326,23,-0.19399
20181001,1,41326,90,-0.12086
20181001,1,41326,92,0
20181001,1,41343,20,0.00538
20181001,1,41343,22,0
20181001,1,41343,23,0.05601
20181001,1,41343,90,0.00494
20181001,1,41343,92,0
20181001,1,41352,20,0.00434
20181001,1,41352,22,-0.00253
20181001,1,41352,23,0.05983
20181001,1,41352,90,0.00434
20181001,1,41352,92,0
20181001,2,116368,20,0.00573
20181001,2,116368,22,-0.00309
20181001,2,116368,23,0.04826
20181001,2,116368,90,0
20181001,2,116368,92,0
20181001,2,116529,20,0
20181001,2,116529,22,0
20181001,2,116529,23,0
20181001,2,116529,90,0
20181001,2,116529,92,-1
20181001,2,116595,20,0
20181001,2,116595,22,-0.01129
20181001,2,116595,23,0.06837
20181001,2,116595,90,0
20181001,2,116595,92,0
20181001,2,116694,20,0.12884
20181001,2,116694,22,-0.02542
20181001,2,116694,23,0.019
20181001,2,116694,90,0.30718
20181001,2,116694,92,-0.06195
20181001,2,116889,20,0.01381
20181001,2,116889,22,0.01098
20181001,2,116889,23,0.06498
20181001,2,116889,90,0.00944
20181001,2,116889,92,0
20181001,2,116956,20,-0.00099
20181001,2,116956,22,-0.005
20181001,2,116956,23,0.07804
20181001,2,116956,90,0
20181001,2,116956,92,0
20181001,2,116960,20,-0.1821
20181001,2,116960,22,-0.22049
20181001,2,116960,23,-0.22049
20181001,2,116960,90,-0.14876
20181001,2,116960,92,0
20181001,2,117051,20,0.00178
20181001,2,117051,22,-0.00066
20181001,2,117051,23,0.05492
20181001,2,117051,90,0.00178
20181001,2,117051,92,0
20181001,2,117056,20,0.00104
20181001,2,117056,22,0
20181001,2,117056,23,0.05603
20181001,2,117056,90,0.00018
20181001,2,117056,92,0
20181001,2,117064,20,0.00587
20181001,2,117064,22,9e-04
20181001,2,117064,23,0.05722
20181001,2,117064,90,0
20181001,2,117064,92,0
20181001,2,117147,20,-0.17529
20181001,2,117147,22,-0.21794
20181001,2,117147,23,-0.21794
20181001,2,117147,90,-0.14785
20181001,2,117147,92,0
20181001,2,117201,20,0.20021
20181001,2,117201,22,-0.04137
20181001,2,117201,23,0.03399
20181001,2,117201,90,0.12526
20181001,2,117201,92,0
20181001,2,117239,20,0.20018
20181001,2,117239,22,-0.03887
20181001,2,117239,23,0.03659
20181001,2,117239,90,0.11959
20181001,2,117239,92,0
20181001,2,117246,20,-0.16538
20181001,2,117246,22,-0.19842
20181001,2,117246,23,-0.18939
20181001,2,117246,90,-0.13118
20181001,2,117246,92,0
20181001,2,117491,20,0.00078
20181001,2,117491,22,-2e-04
20181001,2,117491,23,0.05565
20181001,2,117491,90,0
20181001,2,117491,92,0
20181001,2,117686,20,-0.17518
20181001,2,117686,22,-0.20449
20181001,2,117686,23,-0.19861
20181001,2,117686,90,-0.17089
20181001,2,117686,92,0
20181001,2,117807,20,-0.10514
20181001,2,117807,22,-0.13844
20181001,2,117807,23,-0.10791
20181001,2,117807,90,-0.08445
20181001,2,117807,92,0
20181001,2,118071,20,-0.15686
20181001,2,118071,22,-0.19633
20181001,2,118071,23,-0.1874
20181001,2,118071,90,-0.12288
20181001,2,118071,92,0
20181001,2,118187,20,-0.10872
20181001,2,118187,22,-0.1351
20181001,2,118187,23,-0.15041
20181001,2,118187,90,-0.08956
20181001,2,118187,92,0
20181001,2,118233,20,0.00568
20181001,2,118233,22,0
20181001,2,118233,23,0.05295
20181001,2,118233,90,0
20181001,2,118233,92,0
20181001,2,118290,20,-0.00205
20181001,2,118290,22,-0.01201
20181001,2,118290,23,0.06768
20181001,2,118290,90,0
20181001,2,118290,92,0
20181001,2,118319,20,-0.00774
20181001,2,118319,22,0
20181001,2,118319,23,0.16846
20181001,2,118319,90,-0.00418
20181001,2,118319,92,0
20181001,2,118371,20,-0.16998
20181001,2,118371,22,-0.21645
20181001,2,118371,23,-0.21645
20181001,2,118371,90,-0.14322
20181001,2,118371,92,0
20181001,2,118509,20,-0.00871
20181001,2,118509,22,0.02598
20181001,2,118509,23,0.18947
20181001,2,118509,90,0
20181001,2,118509,92,0
20181001,2,118525,20,-0.17853
20181001,2,118525,22,-0.21913
20181001,2,118525,23,-0.21913
20181001,2,118525,90,-0.14845
20181001,2,118525,92,0
20181001,2,118659,20,-0.00011
20181001,2,118659,22,-0.00236
20181001,2,118659,23,0.08185
20181001,2,118659,90,0
20181001,2,118659,92,0
20181001,2,118675,20,0.00211
20181001,2,118675,22,-0.00674
20181001,2,118675,23,0.04498
20181001,2,118675,90,0
20181001,2,118675,92,0
20181001,2,118703,20,-0.19054
20181001,2,118703,22,-0.21325
20181001,2,118703,23,-0.20912
20181001,2,118703,90,-0.1765
20181001,2,118703,92,0
20181001,2,118717,20,-0.03844
20181001,2,118717,22,-0.06156
20181001,2,118717,23,-0.00228
20181001,2,118717,90,-0.03844
20181001,2,118717,92,0
20181001,2,118854,20,0
20181001,2,118854,22,0.01742
20181001,2,118854,23,0.18699
20181001,2,118854,90,0
20181001,2,118854,92,0
20181001,2,118954,20,0.19321
20181001,2,118954,22,-0.05608
20181001,2,118954,23,0.01563
20181001,2,118954,90,0.123
20181001,2,118954,92,0
20181001,2,119087,20,0.17208
20181001,2,119087,22,-0.06713
20181001,2,119087,23,0.00785
20181001,2,119087,90,0.1038
20181001,2,119087,92,0
20181001,2,119106,20,-0.12884
20181001,2,119106,22,0.02542
20181001,2,119106,23,-0.019
20181001,2,119106,90,-0.30718
20181001,2,119106,92,0.06195
20181001,2,119152,20,0.0037
20181001,2,119152,22,-0.00142
20181001,2,119152,23,0.05095
20181001,2,119152,90,-0.00225
20181001,2,119152,92,0
20181001,2,119258,20,-0.11353
20181001,2,119258,22,-0.13912
20181001,2,119258,23,-0.15311
20181001,2,119258,90,-0.09323
20181001,2,119258,92,0
20181001,2,119277,20,0.07517
20181001,2,119277,22,-0.01576
20181001,2,119277,23,0.01246
20181001,2,119277,90,-0.18939
20181001,2,119277,92,-0.08588
20181001,2,119483,20,-0.06688
20181001,2,119483,22,0.01174
20181001,2,119483,23,-0.00245
20181001,2,119483,90,-0.21067
20181001,2,119483,92,-0.21132
20181001,2,119547,20,-0.00021
20181001,2,119547,22,0.04512
20181001,2,119547,23,-0.03827
20181001,2,119547,90,0.06483
20181001,2,119547,92,0.09079
20181001,2,119603,20,0.12858
20181001,2,119603,22,0.02169
20181001,2,119603,23,-0.00532
20181001,2,119603,90,0.10165
20181001,2,119603,92,0.06016
20181001,2,119627,20,-0.1464
20181001,2,119627,22,-0.19209
20181001,2,119627,23,-0.18335
20181001,2,119627,90,-0.127
20181001,2,119627,92,0
20181001,2,119697,20,-0.06048
20181001,2,119697,22,0.00767
20181001,2,119697,23,-0.01314
20181001,2,119697,90,-0.11423
20181001,2,119697,92,-0.17549
20181001,2,119917,20,0.01285
20181001,2,119917,22,0.01008
20181001,2,119917,23,0.06439
20181001,2,119917,90,0.00834
20181001,2,119917,92,0
20181001,2,120051,20,-0.00774
20181001,2,120051,22,-2e-04
20181001,2,120051,23,0.16827
20181001,2,120051,90,-0.00401
20181001,2,120051,92,0
20181001,2,120062,20,0.00095
20181001,2,120062,22,-0.00173
20181001,2,120062,23,0.0623
20181001,2,120062,90,0.00141
20181001,2,120062,92,0
20181001,2,120080,20,0.1755
20181001,2,120080,22,-0.04831
20181001,2,120080,23,0.03541
20181001,2,120080,90,0.10985
20181001,2,120080,92,0
20181001,2,120200,20,-0.0888
20181001,2,120200,22,0.0179
20181001,2,120200,23,-0.01298
20181001,2,120200,90,-0.30481
20181001,2,120200,92,0.01767
20181001,2,120219,20,0.00706
20181001,2,120219,22,0
20181001,2,120219,23,0.05302
20181001,2,120219,90,0.00335
20181001,2,120219,92,0
20181001,2,120230,20,-0.09131
20181001,2,120230,22,0.01662
20181001,2,120230,23,-0.0138
20181001,2,120230,90,-0.20978
20181001,2,120230,92,0.16992
20181001,2,120363,20,-0.00742
20181001,2,120363,22,0
20181001,2,120363,23,0.16857
20181001,2,120363,90,-0.00387
20181001,2,120363,92,0
20181001,2,120364,20,-0.00815
20181001,2,120364,22,0.01533
20181001,2,120364,23,0.17718
20181001,2,120364,90,-0.01919
20181001,2,120364,92,0
20181001,2,120538,20,0.00615
20181001,2,120538,22,0.01581
20181001,2,120538,23,0.18265
20181001,2,120538,90,-0.00435
20181001,2,120538,92,0
20181001,2,120666,20,0.00251
20181001,2,120666,22,0
20181001,2,120666,23,0.05556
20181001,2,120666,90,0.00222
20181001,2,120666,92,0
20181001,2,120685,20,0.00524
20181001,2,120685,22,0
20181001,2,120685,23,0.05443
20181001,2,120685,90,0.00478
20181001,2,120685,92,0
20181001,2,120756,20,-0.0011
20181001,2,120756,22,-0.00161
20181001,2,120756,23,0.05405
20181001,2,120756,90,-0.0013
20181001,2,120756,92,0
20181001,2,120762,20,0.02642
20181001,2,120762,22,0.02863
20181001,2,120762,23,-0.08503
20181001,2,120762,90,0.02666
20181001,2,120762,92,0.02593
20181001,2,120765,20,-0.00792
20181001,2,120765,22,0
20181001,2,120765,23,0.16842
20181001,2,120765,90,-0.00401
20181001,2,120765,92,0
20181001,2,120862,20,-0.15262
20181001,2,120862,22,-0.19624
20181001,2,120862,23,-0.18682
20181001,2,120862,90,-0.11161
20181001,2,120862,92,0
20181001,2,120968,20,0.19292
20181001,2,120968,22,-0.05434
20181001,2,120968,23,0.018
20181001,2,120968,90,0.121
20181001,2,120968,92,0
20181001,2,121059,20,-0.00775
20181001,2,121059,22,0
20181001,2,121059,23,0.16848
20181001,2,121059,90,-0.00385
20181001,2,121059,92,0
20181001,2,121090,20,0.00558
20181001,2,121090,22,-0.00031
20181001,2,121090,23,0.06269
20181001,2,121090,90,0.00558
20181001,2,121090,92,0
20181001,2,121137,20,-0.00835
20181001,2,121137,22,0.01571
20181001,2,121137,23,0.18156
20181001,2,121137,90,0.01039
20181001,2,121137,92,0
20181001,2,121181,20,0.17864
20181001,2,121181,22,-0.0639
20181001,2,121181,23,0.01142
20181001,2,121181,90,0.11669
20181001,2,121181,92,0
20181001,2,121283,20,-0.01369
20181001,2,121283,22,-0.03055
20181001,2,121283,23,0.04115
20181001,2,121283,90,-0.01369
20181001,2,121283,92,0
20181001,2,121344,20,0
20181001,2,121344,22,0
20181001,2,121344,23,0
20181001,2,121344,90,-1
20181001,2,121344,92,0
20181001,2,121686,20,0.00597
20181001,2,121686,22,-0.00141
20181001,2,121686,23,0.05065
20181001,2,121686,90,0
20181001,2,121686,92,0
20181001,2,121835,20,-5e-04
20181001,2,121835,22,-0.00238
20181001,2,121835,23,0.08187
20181001,2,121835,90,-5e-04
20181001,2,121835,92,0
20181001,2,121847,20,-0.00113
20181001,2,121847,22,0.0039
20181001,2,121847,23,0.17999
20181001,2,121847,90,-0.00113
20181001,2,121847,92,0
